SequenceID	contig_id	viralID	VS2_length	keep_cat	is.suspect	manual_approve	is_phage
Cen08_12102016_R1_S2	NODE_4724_length_6782_cov_2.105485	NODE_4724_length_6782_cov_2.105485__full	6782	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_4791_length_6727_cov_1.796061	NODE_4791_length_6727_cov_1.796061__full	6727	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_4803_length_6715_cov_1.860959	NODE_4803_length_6715_cov_1.860959__full	6715	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_4907_length_6636_cov_2.311261	NODE_4907_length_6636_cov_2.311261__full	6636	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_4913_length_6632_cov_1.261030	NODE_4913_length_6632_cov_1.261030__full	6632	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_5101_length_6458_cov_2.546517	NODE_5101_length_6458_cov_2.546517__full	6458	Keep2	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_510_length_22332_cov_1.677010	NODE_510_length_22332_cov_1.677010__full	22332	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_5122_length_6439_cov_1.652091	NODE_5122_length_6439_cov_1.652091__full	6439	Keep2	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_5128_length_6432_cov_1.910071	NODE_5128_length_6432_cov_1.910071__full	6432	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_5165_length_6402_cov_1.622629	NODE_5165_length_6402_cov_1.622629__full	6402	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_5215_length_6363_cov_1.664689	NODE_5215_length_6363_cov_1.664689__full	6363	Keep2	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_522_length_22198_cov_1.780073	NODE_522_length_22198_cov_1.780073__full	22198	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_5313_length_6264_cov_1.524849	NODE_5313_length_6264_cov_1.524849__full	6264	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_5326_length_6246_cov_1.956529	NODE_5326_length_6246_cov_1.956529__full	6246	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_539_length_21730_cov_2.305930	NODE_539_length_21730_cov_2.305930__full	21730	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_5411_length_6174_cov_1.924260	NODE_5411_length_6174_cov_1.924260__full	6174	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_5415_length_6170_cov_1.382260	NODE_5415_length_6170_cov_1.382260__full	6170	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_5427_length_6165_cov_3.064260	NODE_5427_length_6165_cov_3.064260__full	6165	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_5457_length_6143_cov_3.300033	NODE_5457_length_6143_cov_3.300033__full	6143	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_5461_length_6142_cov_1.493433	NODE_5461_length_6142_cov_1.493433__full	6142	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_5471_length_6131_cov_1.575949	NODE_5471_length_6131_cov_1.575949__full	6131	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_5520_length_6093_cov_1.537211	NODE_5520_length_6093_cov_1.537211__full	6093	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_5526_length_6090_cov_1.601543	NODE_5526_length_6090_cov_1.601543__full	6090	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_5606_length_6040_cov_1.044817	NODE_5606_length_6040_cov_1.044817__full	6040	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_5631_length_6022_cov_1.653944	NODE_5631_length_6022_cov_1.653944__full	6022	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_5635_length_6019_cov_1.722845	NODE_5635_length_6019_cov_1.722845__full	6019	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_5746_length_5938_cov_2.676131	NODE_5746_length_5938_cov_2.676131__full	5938	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_5771_length_5921_cov_1.703832	NODE_5771_length_5921_cov_1.703832__full	5921	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_5818_length_5885_cov_1.737756	NODE_5818_length_5885_cov_1.737756__full	5885	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_5837_length_5865_cov_3.110143	NODE_5837_length_5865_cov_3.110143__full	5865	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_5867_length_5843_cov_1.181421	NODE_5867_length_5843_cov_1.181421__full	5843	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_5937_length_5797_cov_1.342681	NODE_5937_length_5797_cov_1.342681__full	5797	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_5938_length_5795_cov_2.308222	NODE_5938_length_5795_cov_2.308222__full	5795	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_5939_length_5795_cov_1.869442	NODE_5939_length_5795_cov_1.869442__full	5795	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_6018_length_5734_cov_2.140360	NODE_6018_length_5734_cov_2.140360__full	5734	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_6103_length_5684_cov_1.893468	NODE_6103_length_5684_cov_1.893468__full	5684	Keep2	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_6144_length_5649_cov_1.452372	NODE_6144_length_5649_cov_1.452372__full	5649	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_6151_length_5647_cov_1.394746	NODE_6151_length_5647_cov_1.394746__full	5647	Keep2	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_6246_length_5583_cov_2.728006	NODE_6246_length_5583_cov_2.728006__full	5583	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_6324_length_5532_cov_1.440703	NODE_6324_length_5532_cov_1.440703__full	5532	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_6340_length_5521_cov_1.575269	NODE_6340_length_5521_cov_1.575269__full	5521	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_6352_length_5516_cov_1.343849	NODE_6352_length_5516_cov_1.343849__full	5516	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_6393_length_5485_cov_1.481896	NODE_6393_length_5485_cov_1.481896__full	5485	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_6534_length_5399_cov_1.991654	NODE_6534_length_5399_cov_1.991654__full	5399	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_656_length_20014_cov_13.513401	NODE_656_length_20014_cov_13.513401__full	20014	Keep2	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_6582_length_5372_cov_2.036988	NODE_6582_length_5372_cov_2.036988__full	5372	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_6592_length_5369_cov_1.997902	NODE_6592_length_5369_cov_1.997902__full	5369	Keep2	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_6777_length_5270_cov_1.317130	NODE_6777_length_5270_cov_1.317130__full	5270	Keep2	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_6785_length_5264_cov_3.391863	NODE_6785_length_5264_cov_3.391863__full	5264	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_6800_length_5259_cov_0.835542	NODE_6800_length_5259_cov_0.835542__full	5259	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_6905_length_5195_cov_1.913773	NODE_6905_length_5195_cov_1.913773__full	5195	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_6946_length_5172_cov_1.692369	NODE_6946_length_5172_cov_1.692369__full	5172	Keep2	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_6972_length_5159_cov_2.099364	NODE_6972_length_5159_cov_2.099364__full	5159	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_7012_length_5136_cov_1.415053	NODE_7012_length_5136_cov_1.415053__full	5136	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_7019_length_5134_cov_2.866587	NODE_7019_length_5134_cov_2.866587__full	5134	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_7104_length_5092_cov_1.278348	NODE_7104_length_5092_cov_1.278348__full	5092	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_7140_length_5067_cov_1.409109	NODE_7140_length_5067_cov_1.409109__full	5067	Keep2	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_7193_length_5043_cov_1.875102	NODE_7193_length_5043_cov_1.875102__full	5043	Discard	0	Unapproved	0
Cen08_12102016_R1_S2	NODE_719_length_19314_cov_1.833429	NODE_719_length_19314_cov_1.833429__full	19314	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_722_length_19279_cov_2.101817	NODE_722_length_19279_cov_2.101817__full	19279	Manual	0	Approved	1
Cen08_12102016_R1_S2	NODE_742_length_19084_cov_5.461254	NODE_742_length_19084_cov_5.461254__full	19084	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_769_length_18839_cov_1.929778	NODE_769_length_18839_cov_1.929778__0_partial	14620	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_80_length_48971_cov_3.006818	NODE_80_length_48971_cov_3.006818__full	48971	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_880_length_17791_cov_1.966882	NODE_880_length_17791_cov_1.966882__0_partial	14943	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_931_length_17356_cov_2.094782	NODE_931_length_17356_cov_2.094782__full	17356	Keep1	0	Unapproved	1
Cen08_12102016_R1_S2	NODE_957_length_17104_cov_2.313424	NODE_957_length_17104_cov_2.313424__full	17104	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_101_length_50516_cov_2.944035	NODE_101_length_50516_cov_2.944035__full	50516	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_105_length_49785_cov_6.154275	NODE_105_length_49785_cov_6.154275__full	49785	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_1072_length_15944_cov_2.808308	NODE_1072_length_15944_cov_2.808308__full	15944	Keep2	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_1082_length_15875_cov_2.482220	NODE_1082_length_15875_cov_2.482220__full	15875	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_1139_length_15346_cov_2.294435	NODE_1139_length_15346_cov_2.294435__full	15346	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_1195_length_14786_cov_1.273279	NODE_1195_length_14786_cov_1.273279__full	14786	Manual	0	Approved	1
Cen08_21102017_R1_S3	NODE_120_length_47172_cov_3.110150	NODE_120_length_47172_cov_3.110150__full	47172	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_123_length_46982_cov_2.757977	NODE_123_length_46982_cov_2.757977__full	46982	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_1312_length_13870_cov_1.536273	NODE_1312_length_13870_cov_1.536273__full	13870	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_1346_length_13673_cov_8.126827	NODE_1346_length_13673_cov_8.126827__full	13673	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_1367_length_13463_cov_2.988602	NODE_1367_length_13463_cov_2.988602__full	13463	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_1404_length_13193_cov_2.739477	NODE_1404_length_13193_cov_2.739477__full	13193	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_1437_length_12997_cov_1.559829	NODE_1437_length_12997_cov_1.559829__full	12997	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_1510_length_12576_cov_2.050928	NODE_1510_length_12576_cov_2.050928__full	12576	Manual	0	Approved	1
Cen08_21102017_R1_S3	NODE_1552_length_12366_cov_1.396928	NODE_1552_length_12366_cov_1.396928__full	12366	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_1754_length_11425_cov_1.659409	NODE_1754_length_11425_cov_1.659409__full	11425	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_176_length_41576_cov_2.181597	NODE_176_length_41576_cov_2.181597__full	41576	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_1796_length_11245_cov_3.193200	NODE_1796_length_11245_cov_3.193200__full	11245	Keep2	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_1829_length_11075_cov_1.490957	NODE_1829_length_11075_cov_1.490957__full	11075	Keep2	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_1874_length_10910_cov_1.845590	NODE_1874_length_10910_cov_1.845590__full	10910	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_1884_length_10844_cov_2.491276	NODE_1884_length_10844_cov_2.491276__full	10844	Manual	0	Approved	1
Cen08_21102017_R1_S3	NODE_1931_length_10598_cov_2.089581	NODE_1931_length_10598_cov_2.089581__full	10598	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_1951_length_10514_cov_1.919804	NODE_1951_length_10514_cov_1.919804__full	10514	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_204_length_39080_cov_3.438657	NODE_204_length_39080_cov_3.438657__full	39080	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2070_length_10074_cov_1.110184	NODE_2070_length_10074_cov_1.110184__full	10074	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2100_length_9919_cov_2.349060	NODE_2100_length_9919_cov_2.349060__full	9919	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_2106_length_9897_cov_1.754759	NODE_2106_length_9897_cov_1.754759__full	9897	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2157_length_9710_cov_1.343942	NODE_2157_length_9710_cov_1.343942__full	9710	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_216_length_38406_cov_25.328457	NODE_216_length_38406_cov_25.328457__full	38279	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2175_length_9621_cov_1.582894	NODE_2175_length_9621_cov_1.582894__full	9621	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2200_length_9565_cov_1.701738	NODE_2200_length_9565_cov_1.701738__full	9565	Keep2	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2276_length_9332_cov_1.385008	NODE_2276_length_9332_cov_1.385008__full	9332	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2299_length_9242_cov_1.443116	NODE_2299_length_9242_cov_1.443116__full	9242	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2317_length_9210_cov_1.566663	NODE_2317_length_9210_cov_1.566663__full	9210	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2355_length_9094_cov_1.402587	NODE_2355_length_9094_cov_1.402587__full	9094	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_2402_length_8998_cov_1.576485	NODE_2402_length_8998_cov_1.576485__full	8998	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2446_length_8861_cov_1.656057	NODE_2446_length_8861_cov_1.656057__full	8861	Keep2	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2475_length_8793_cov_2.749250	NODE_2475_length_8793_cov_2.749250__full	8793	Keep2	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2510_length_8722_cov_1.792205	NODE_2510_length_8722_cov_1.792205__full	8722	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2564_length_8587_cov_1.161348	NODE_2564_length_8587_cov_1.161348__full	8587	Keep2	1	Unapproved	0
Cen08_21102017_R1_S3	NODE_2565_length_8584_cov_1.871231	NODE_2565_length_8584_cov_1.871231__full	8584	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2570_length_8567_cov_1.526540	NODE_2570_length_8567_cov_1.526540__full	8567	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_2604_length_8489_cov_1.750060	NODE_2604_length_8489_cov_1.750060__full	8489	Keep2	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2642_length_8389_cov_1.813241	NODE_2642_length_8389_cov_1.813241__full	8389	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2650_length_8362_cov_1.888039	NODE_2650_length_8362_cov_1.888039__full	8362	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2651_length_8361_cov_1.508501	NODE_2651_length_8361_cov_1.508501__full	8361	Keep2	1	Approved	1
Cen08_21102017_R1_S3	NODE_2670_length_8322_cov_1.125808	NODE_2670_length_8322_cov_1.125808__full	8322	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2761_length_8102_cov_0.999122	NODE_2761_length_8102_cov_0.999122__full	8102	Keep2	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2762_length_8096_cov_1.424395	NODE_2762_length_8096_cov_1.424395__full	8096	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_2778_length_8070_cov_9.388896	NODE_2778_length_8070_cov_9.388896__full	8070	Keep2	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2844_length_7924_cov_1.441324	NODE_2844_length_7924_cov_1.441324__full	7924	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_2897_length_7806_cov_1.555020	NODE_2897_length_7806_cov_1.555020__full	7806	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2918_length_7767_cov_1.186649	NODE_2918_length_7767_cov_1.186649__full	7767	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2934_length_7716_cov_1.597180	NODE_2934_length_7716_cov_1.597180__full	7716	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2947_length_7685_cov_1.482403	NODE_2947_length_7685_cov_1.482403__full	7685	Keep2	1	Approved	1
Cen08_21102017_R1_S3	NODE_2953_length_7674_cov_1.363456	NODE_2953_length_7674_cov_1.363456__full	7674	Keep2	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2983_length_7630_cov_1.325870	NODE_2983_length_7630_cov_1.325870__full	7630	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_2995_length_7608_cov_2.421735	NODE_2995_length_7608_cov_2.421735__full	7608	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_2998_length_7604_cov_1.452320	NODE_2998_length_7604_cov_1.452320__full	7604	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_3003_length_7590_cov_1.611818	NODE_3003_length_7590_cov_1.611818__full	7590	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_3004_length_7586_cov_1.459043	NODE_3004_length_7586_cov_1.459043__full	7586	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_3034_length_7511_cov_1.320558	NODE_3034_length_7511_cov_1.320558__full	7511	Keep2	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_3057_length_7456_cov_1.826170	NODE_3057_length_7456_cov_1.826170__full	7456	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_3164_length_7310_cov_1.471391	NODE_3164_length_7310_cov_1.471391__full	7310	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_3224_length_7223_cov_2.110767	NODE_3224_length_7223_cov_2.110767__full	7223	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_3267_length_7169_cov_1.711162	NODE_3267_length_7169_cov_1.711162__full	7169	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_3279_length_7145_cov_1.455543	NODE_3279_length_7145_cov_1.455543__full	7145	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_3329_length_7068_cov_1.442588	NODE_3329_length_7068_cov_1.442588__full	7068	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_3340_length_7049_cov_1.712800	NODE_3340_length_7049_cov_1.712800__full	7049	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_3350_length_7035_cov_1.186885	NODE_3350_length_7035_cov_1.186885__full	7035	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_3387_length_6981_cov_1.315728	NODE_3387_length_6981_cov_1.315728__full	6981	Keep2	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_3393_length_6972_cov_1.282980	NODE_3393_length_6972_cov_1.282980__full	6972	Keep2	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_3424_length_6920_cov_2.138083	NODE_3424_length_6920_cov_2.138083__full	6920	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_3425_length_6918_cov_1.291857	NODE_3425_length_6918_cov_1.291857__full	6918	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_3488_length_6821_cov_1.611294	NODE_3488_length_6821_cov_1.611294__full	6821	Keep2	1	Approved	1
Cen08_21102017_R1_S3	NODE_354_length_31038_cov_1.976804	NODE_354_length_31038_cov_1.976804__full	31038	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_3565_length_6707_cov_2.572036	NODE_3565_length_6707_cov_2.572036__full	6707	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_3611_length_6636_cov_1.345675	NODE_3611_length_6636_cov_1.345675__full	6636	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_3647_length_6590_cov_1.954974	NODE_3647_length_6590_cov_1.954974__full	6590	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_3718_length_6510_cov_3.016450	NODE_3718_length_6510_cov_3.016450__full	6510	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_375_length_30241_cov_1.956233	NODE_375_length_30241_cov_1.956233__0_partial	17789	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_3762_length_6455_cov_1.661504	NODE_3762_length_6455_cov_1.661504__full	6455	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_3802_length_6409_cov_1.414836	NODE_3802_length_6409_cov_1.414836__full	6409	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_3863_length_6346_cov_1.665863	NODE_3863_length_6346_cov_1.665863__full	6346	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_3904_length_6300_cov_1.567471	NODE_3904_length_6300_cov_1.567471__full	6300	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_3905_length_6300_cov_1.511421	NODE_3905_length_6300_cov_1.511421__full	6300	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_4111_length_6072_cov_1.296047	NODE_4111_length_6072_cov_1.296047__full	6072	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_4132_length_6054_cov_1.143749	NODE_4132_length_6054_cov_1.143749__full	6054	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_4188_length_5977_cov_1.971624	NODE_4188_length_5977_cov_1.971624__full	5977	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_4209_length_5960_cov_1.773358	NODE_4209_length_5960_cov_1.773358__full	5960	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_4226_length_5945_cov_1.268133	NODE_4226_length_5945_cov_1.268133__full	5945	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_4289_length_5877_cov_1.379130	NODE_4289_length_5877_cov_1.379130__full	5877	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_432_length_27735_cov_2.256918	NODE_432_length_27735_cov_2.256918__full	27735	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_4368_length_5788_cov_1.631514	NODE_4368_length_5788_cov_1.631514__full	5788	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_4369_length_5787_cov_1.696466	NODE_4369_length_5787_cov_1.696466__full	5787	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_4404_length_5746_cov_1.882719	NODE_4404_length_5746_cov_1.882719__full	5746	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_4409_length_5739_cov_1.330364	NODE_4409_length_5739_cov_1.330364__full	5739	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_4442_length_5712_cov_1.355058	NODE_4442_length_5712_cov_1.355058__full	5712	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_4454_length_5695_cov_1.820582	NODE_4454_length_5695_cov_1.820582__full	5695	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_4508_length_5647_cov_1.573551	NODE_4508_length_5647_cov_1.573551__full	5647	Keep2	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_4515_length_5637_cov_1.509619	NODE_4515_length_5637_cov_1.509619__full	5637	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_4519_length_5633_cov_1.422993	NODE_4519_length_5633_cov_1.422993__full	5633	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_4572_length_5586_cov_1.317274	NODE_4572_length_5586_cov_1.317274__full	5586	Keep1	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_4659_length_5501_cov_1.509862	NODE_4659_length_5501_cov_1.509862__full	5501	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_4680_length_5481_cov_1.494770	NODE_4680_length_5481_cov_1.494770__full	5481	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_4688_length_5474_cov_0.929867	NODE_4688_length_5474_cov_0.929867__full	5474	Keep2	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_4718_length_5443_cov_1.016366	NODE_4718_length_5443_cov_1.016366__full	5443	Discard	0	Unapproved	0
Cen08_21102017_R1_S3	NODE_4732_length_5430_cov_1.116538	NODE_4732_length_5430_cov_1.116538__full	5430	Keep2	0	Unapproved	1
Cen08_21102017_R1_S3	NODE_4771_length_5394_cov_1.539776	NODE_4771_length_5394_cov_1.539776__full	5394	Discard	0	Unapproved	0
